Sentiment,SentimentText
0,"@AmericanAir I've got a BA flight as your airport couldn't accommodate us. We were left without any info. No vouchers for food,nothing."
0,@AmericanAir Just learned my flight is Cancelled Flightled.can't get through by phone and don't see any option for assistance online. Any suggestions?
0,@AmericanAir flight 3056 in D/FW now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?
0,@AmericanAir … Been trying to book a whole new flight since 2 hours!! what is wrong with your website?
0,@AmericanAir Now your site is not working! WTF
0,"@AmericanAir @Delta @JetBlue can you help? @SpiritAirlines is in the wrong, stuck in Florida 3days. They need to learn from real airlines."
0,@AmericanAir it wasn't ' disrupted' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour
0,@AmericanAir my flight has been delayed &amp; I can't talk reach anyone in customer service because of high call volume.
0,@AmericanAir why does your RTW planner (spec. Circle Pacific) not let me even plan the demo routes from your website?
0,@AmericanAir @dfwairport listening to all the flights taking off over my house and kicking myself for Flight Booking Problems an AM flight tomorrow. Iceday?
0,@AmericanAir @Delta @JetBlue I am going to be stuck in Florida for 3 days because @SpiritAirlines wouldn't hold my connecting flight to LGA
0,@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta
0,@AmericanAir arrived in lax from ord flight AA1657 NO LUGGAGE
0,@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun
0,@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?
0,"@AmericanAir @CAexhibitions Sorry in, like, a general way? Or sorry that incompetence/understaffing is compounding weather issues?"
0,"@AmericanAir @tennetexan Too bad there's only, like, 3 people on that team, then. Because this is next level unreal."
0,"@AmericanAir @marxsterbcow How is this a real life response to a customer service issue? Seriously. Keep trying to call us. Eh, might work."
0,@AmericanAir fix the engine of flight AA3031so I don't spend all night in your airport so I can fly home tomorrow
0,@AmericanAir @ActingOutMgmnt Just make sure they remember to load the bags onto the plane. They Cancelled Flight the flight when they forget...
0,"@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced."
0,@AmericanAir hey there me again from yesterday im still on hold
0,@AmericanAir weather is unavoidable. Understaffing is controllable
0,"@AmericanAir @sweetmel If weather is bad, wouldn't your folks try extra hard to communicate...or load bags onto flight 1320...or...anything?"
0,@AmericanAir @yvonneokaka When do I get my personal response and apology for your crew's having forgotten to load baggage onto my flight?
0,@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.
0,@AmericanAir I know.  After an hour I got a live person.  It messes up our arrival and car plans at two airports and is costing us more.
0,"@AmericanAir i was also told by agents my issues ""aren't their prob"" K fine. I get it. But have some compassion 4 others dealing w/this!!!"
0,@AmericanAir What's the status at DFW? Ticket agent at gate A9 was very rude and unhelpful.
0,@AmericanAir i was spoken 2 like I'm an idiot and that is not OK!! I don't need to deal w/ that esp after the travel experience I've had
0,@AmericanAir I really hope it departs. They said is because the catering service wasnt available but we can see it next to plane doing nthin
0,@AmericanAir I understand weather is not your fault but ur cs reps are atrocious. I am NOT happy nor will I EVR fly w/ u again.
0,"@AmericanAir When I left Orlando, I was 2nd in line for standby. I land and I'm 4th. 'Priority members get first available seats'. Awesome."
0,@AmericanAir You didn't respond to my DM. You tweeted the same canned tweet you're telling everyone else.
0,@AmericanAir I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!
0,"@AmericanAir Not only was 5418 Late Flight, but we've been boarded and waiting for over 30min. WTF?"
0,@AmericanAir Trying to find out if flight #340 DFW to HOU is on tonight. Exec platinum desk not calling back and online info not clear.
0,"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim."
0,@AmericanAir my flt is at 7a tom. I have now rec'd notification that I'm going out from some other airport
0,@AmericanAir can you help me with a reservation? cant get through on the phone
0,@AmericanAir ask the 10 people you left behind at Miami airport because you guys could not wait 5 minutes and ... http://t.co/XPM98Igqjn
0,"@AmericanAir can you do anything to get #AA953 moving? Been almost 24 hrs and hundreds at jfk upset, tired and want to get to BA."
0,@AmericanAir more of the insane treatment by your customers
0,@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.
0,"@AmericanAir @_emmaclifford No. At JFK you sort of have to guess things out. It's a small airport, so whatever."
0,@AmericanAir is this how you let your employees treat your loyal customers? #attackingbabymomma #crazinessintherockies
0,"@AmericanAir and how is this not a mechanical issue? All evidence points to the idea that it’s the ILS at CLL at fault, not the weather."
0,@AmericanAir missing a full days of work thanks guys
0,@AmericanAir I have never on all my trips on any airline ever nat'l or int'l ever experienced anything like this!
0,.@AmericanAir I can't even get on the phone with your reservations team. The system automatically disconnects us.
0,@AmericanAir Flight Cancelled Flighted and rebooked but agent made a mistake and booked wrong date! Been trying to get through via phone for hours!!
0,"@AmericanAir @russelneiss No, American. This is simple. How about YOU call HER back with the info for her new flight. Basic customer service"
0,@AmericanAir I have looked and I was told it was in Guatemala last night. No record of anywhere today. I need my clothing for work tomorrow.
0,"@AmericanAir Cool, a canned response. Nah, I think I'll keep tweeting at everyone who mentions AA on Twitter. You could DM me, though."
0,@AmericanAir please fix your mobile and desktop site to allow Canadians to select a passenger when checking in. Thanks.
0,@AmericanAir tried ringing but told me to try again Late Flightr. I'm supposed to be leaving in an hour...
0,.@AmericanAir cover a rental car or refund our ticket? - I'll gladly drive 10 hrs home than be stuck here till Tues!
0,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!
0,"@AmericanAir @ejacqui If you updated the screens, then people would know the Late Flightst info, good or bad. And that wouldn't work because..."
0,I just need a place to sleep when I land without accommodations in PLS @AmericanAir!
0,@AmericanAir my flight was Cancelled Flightled from Laguardia to Louisville Ky and i am  stuck at the airport. Do you guys compensate for this?
0,"@AmericanAir &amp; if that wasn't enough, your staff have been so rude &amp; ignored passengers,don't think that should be accepted whatever reason"
0,@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous
0,@AmericanAir a friend is having flight Cancelled Flightlations out of LAX to CMH on Feb 23. Anyway to help her? 800 number has been no help
0,"@AmericanAir I used the ""call back"" feature with an operator regarding my flight, got a call 2 hours Late Flightr and got hung up on. #pleasehelp"
0,"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards"
0,@AmericanAir  ugh Dump us in dfw w/no luggage then Cancelled Flight our flight 3 more times. Sat arrival now Tue?
0,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Then puts me on way earlier flight I might miss now. Thanks AA!"
0,@AmericanAir 3078 is overweight so you pull 2 dozen passengers off? Why not luggage? Seriously?
0,@AmericanAir don't you guys have an email address? Just put me on the next available flight from ohare
0,"@AmericanAir I've been on hold for 55 mins about my Cancelled Flighted international flight. Am out of country, so can't leave a call back #. Help?"
0,@AmericanAir Has AA Flight 296 from San Antonio to Dallas been Cancelled Flighted?
0,"@AmericanAir Call me Chairman, or call me Emerald. After what you did today to me, you can call me a former customer."
0,@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!
0,"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC."
0,@AmericanAir How do I change my flight if the phone system keeps telling me that the representatives are busy?
0,@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.
0,"@AmericanAir my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday."
0,@AmericanAir right on cue with the delays👌
0,@AmericanAir leaving over 20 minutes Late Flight. No warnings or communication until we were 15 minutes Late Flight. That's called shitty customer svc
0,"@AmericanAir you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??"
0,@AmericanAir I wait 2+ hrs for CS to call me back re why  flt is cxld/protection &amp; they hang up the minute I answer on 1st ring?
0,@AmericanAir what are my chances of making a connection to El Paso (AA504) with DFW from SAT (AA200) delayed 30 minutes?
0,@AmericanAir cut it. Put me on a flt tomorrow.
0,"@AmericanAir your call center won't let me wait on hold, which I would happily do. Am I seriously supposed to just keep calling? Not great"
0,@AmericanAir half hour Late Flight leaving DFW...no attempt at an explanation
0,@AmericanAir I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.
0,"@AmericanAir 30 minutes flight from OKC and then make us wait, 30 minutes cause the gate isn't empty.  #epicfail #poorplanning"
0,"@AmericanAir seems like queue times are very high, in Q waiting for an agent 4 almost  an hour.Flight got Cancelled Flightled. http://t.co/sDm2wvR3zr"
0,"@AmericanAir Nah, just horrible dining options outside of club. Luckily Manuel in the Admirals can make a Bloody Mary."
0,"@AmericanAir no hold times, just disconnections.   There is no excuse for that"
0,".@AmericanAir nice 2 know. I paid 4 a seat. Then you sold my seat. now I bought a 3rd seat. It's a good scam, but a scam all the same."
0,@AmericanAir Cancelled Flights flights arbitrarily on same itinerary.  Weekend ruined for no good reason! No crew = missed Monday am mtg.
0,@AmericanAir I've been trying for 4 hours to get hold of someone.
0,@AmericanAir trying to book a flight on hold- can't get through to a representative on the phone- Advice?
0,"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26"
0,@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?
0,@AmericanAir Hey AA - can you help with an itinerary for a plat custy?  Stuck in PVR and phones aren't working
0,@AmericanAir @ShannonBloom Where's my DM? Where's my voucher? Who's paying my $70 cab and my $50 car back to JFK tomorrow?
0,@AmericanAir we've been on hold for hours.
0,@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?
0,@AmericanAir @travisamex It's not the weather. It's also gross incompetence. Understaffing. Crew forgetting to load bags. Don't duck truth.
0,@AmericanAir .....and they waited 5 hours in a stuffy plane until they could get off then 7 more hrs to get their luggage  #AmericanAirlines
0,@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?
0,@AmericanAir But Eagle is always Late Flight
0,@AmericanAir I’ll play it by ear. I know that you are doing your best. Buy some chewey oatmeal cookies for your customer care folks.
0,@AmericanAir cannot talk to any agents keep getting hung up on crazy
0,@AmericanAir aftr 10 hrs bng held hstg at mia bc aa refsd to get med bags. bag fnd aa then refsd to fix tkts they cnceld said $360 to fly
0,@AmericanAir the reservation system won't even let us leave our phone #. I have no way to fix that you rebooked me on wrong day!
0,@AmericanAir we got to 15 minutes AFTER takeoff time before anyone wandered over to address the line of people.
0,@AmericanAir been rebooked for tomorrow. You failed to put me on DL flight today despite my asking and available seat. DL still available
0,@AmericanAir 1st leg of my flight 2 nyc tomorrow has been Cancelled Flightled. if you make me hold for 2hrs i may miss my only chance back home!
